t_date,meter_id,t_time,pay_type,duration
239,14,12,C,105
298,14,12,CC,45
234,14,18,C,45
94,14,17,CC,75
91,14,10,CC,165
36,14,18,A,225
262,14,11,A,45
311,14,16,CC,15
74,14,11,C,45
191,14,18,CC,165
253,14,12,CC,135
149,14,9,CC,45
364,14,17,C,135
349,14,18,A,225
227,14,14,CC,135
249,14,16,C,45
256,14,10,CC,105
86,14,16,CC,45
269,14,14,A,45
330,14,9,A,15
269,14,12,CC,75
114,14,9,C,165
113,14,13,CC,195
119,14,16,C,45
139,14,11,A,165
255,14,14,C,15
267,14,17,C,225
280,14,16,CC,195
219,14,15,C,135
120,14,10,C,195
340,14,13,A,135
155,14,18,A,195
36,14,15,C,45
67,14,18,CC,135
287,14,10,A,45
259,14,15,C,135
129,14,16,A,75
127,14,12,CC,15
16,14,16,C,135
304,14,17,CC,15
146,14,9,CC,75
72,14,10,CC,75
244,14,12,C,195
7,14,15,C,75
242,14,10,A,195
71,14,9,CC,15
7,14,12,A,15
184,14,15,CC,165
168,14,14,CC,105
179,14,17,C,195
123,15,15,CC,225
129,15,13,C,165
86,15,9,C,195
162,15,15,CC,15
235,15,11,CC,105
37,15,12,CC,75
234,15,9,C,195
48,15,9,CC,45
37,15,14,A,165
302,15,14,A,225
282,15,10,CC,75
62,15,13,C,135
294,15,15,A,165
41,15,14,C,165
211,15,11,CC,135
28,15,12,C,165
354,15,15,CC,45
144,15,16,CC,225
142,15,11,A,15
155,15,16,A,135
126,15,14,A,135
304,15,17,CC,165
60,15,16,A,15
71,15,11,C,195
162,15,17,C,225
94,15,10,CC,135
130,15,11,CC,105
323,15,16,CC,195
251,15,11,C,15
286,15,16,A,135
156,15,9,A,225
346,15,15,A,45
363,15,17,CC,105
174,15,16,C,135
11,15,13,A,105
214,15,14,CC,15
20,15,16,A,225
59,15,14,CC,135
211,15,10,C,45
3,15,10,C,105
261,15,10,C,45
108,15,14,CC,105
167,15,18,C,45
136,15,9,CC,195
204,15,14,CC,165
319,15,17,C,165
247,15,12,C,135
179,15,9,C,75
16,15,18,CC,165
225,15,16,C,135
216,15,16,C,105
209,15,14,A,195
251,15,12,CC,15
240,15,17,A,45
199,15,16,CC,75
358,15,17,C,135
206,15,13,C,15
38,15,13,CC,105
253,15,10,C,45
336,15,14,CC,105
234,15,14,C,75
182,15,11,A,105
308,15,14,A,165
98,15,10,A,195
130,15,14,A,195
312,15,10,CC,45
15,15,15,C,135
115,15,16,A,45
224,15,16,C,165
81,15,16,C,135
259,15,9,A,45
65,15,12,CC,165
262,15,14,C,225
55,15,12,CC,45
290,15,15,A,195
36,15,17,A,15
170,15,15,CC,75
294,15,17,A,45
269,15,18,C,15
153,15,13,A,105
351,15,9,A,195
210,15,16,CC,195
240,15,14,CC,45
290,15,11,C,105
20,15,10,C,15
288,15,15,A,45
274,15,18,C,15
165,15,9,A,75
205,15,12,CC,75
188,15,18,A,225
175,15,18,A,15
157,15,14,A,75
276,15,13,C,135
301,15,10,CC,15
23,15,10,CC,45
167,15,14,C,45
253,15,11,A,15
11,15,12,A,105
227,15,11,CC,195
298,15,14,C,105
42,15,16,A,45
288,15,10,A,45
298,15,9,C,165
155,15,10,C,105
119,15,18,C,45
133,15,17,C,195
72,15,17,CC,15
155,15,11,A,135
29,15,12,CC,225
316,15,12,CC,45
284,15,14,C,105
294,15,9,C,165
167,15,13,C,225
193,15,17,C,195
297,15,17,A,135
24,15,14,C,75
67,15,10,C,135
191,15,17,CC,225
351,15,9,C,135
113,15,9,C,135
255,15,11,A,45
242,15,10,CC,15
240,15,12,CC,165
130,15,16,A,105
104,15,14,A,105
139,15,14,C,225
184,15,17,A,225
67,15,13,CC,165
244,15,18,CC,225
346,15,16,C,45
288,15,17,C,165
261,15,13,C,195
156,15,11,CC,165
231,15,14,C,75
46,15,12,A,15
325,15,12,C,165
15,15,17,CC,75
203,15,12,C,135
267,15,17,A,105
205,15,9,CC,75
52,15,12,CC,195
356,15,14,CC,45
156,15,14,C,15
223,15,15,C,105
345,15,15,C,15
20,15,10,CC,165
276,15,15,C,15
204,15,18,A,105
126,15,15,CC,225
199,15,9,A,75
277,15,10,A,135
220,15,18,A,195
248,15,10,CC,15
198,15,11,C,105
354,15,17,C,165
318,15,11,CC,195
185,15,15,C,165
281,15,14,CC,105
205,15,15,A,105
113,15,12,CC,105
13,15,16,C,225
73,15,14,CC,75
88,15,15,CC,225
158,15,16,CC,225
143,15,13,A,75
88,15,12,CC,45
272,15,15,CC,15
175,15,16,CC,75
340,15,16,C,45
343,15,16,CC,135
160,15,11,A,135
151,15,9,A,45
293,15,9,CC,135
43,15,18,CC,105
246,15,12,CC,105
248,15,14,C,165
179,15,11,CC,225
97,15,14,CC,75
227,15,9,CC,165
346,15,17,C,225
62,15,18,C,105
226,15,18,CC,225
36,15,17,C,165
172,15,11,CC,165
150,15,17,A,225
302,15,18,A,75
102,15,15,A,135
227,15,12,C,195
169,15,10,CC,135
332,15,17,A,105
258,15,13,CC,195
230,15,11,CC,15
38,15,15,A,15
263,15,13,CC,15
307,15,15,CC,105
51,15,17,C,15
32,15,17,CC,105
179,15,10,C,45
73,15,14,CC,225
290,15,17,C,75
43,15,10,A,105
99,15,15,C,135
283,15,18,C,165
206,15,9,CC,165
263,15,11,CC,105
108,15,11,A,45
312,15,12,A,225
309,15,13,A,105
17,15,10,CC,105
307,15,11,CC,105
94,15,15,CC,195
109,15,13,C,15
330,15,10,A,105
240,15,18,CC,45
151,15,11,CC,135
234,15,14,A,45
162,15,11,C,165
247,15,9,C,195
302,15,18,C,135
36,15,17,CC,195
309,15,9,CC,105
15,15,14,C,165
340,15,11,A,195
29,15,11,A,195
234,15,10,A,45
37,15,16,C,75
56,15,15,C,105
148,15,18,A,165
88,15,13,C,165
58,15,16,A,195
351,15,10,CC,195
262,15,12,CC,195
349,15,14,A,75
297,15,17,CC,165
346,15,9,C,105
253,15,15,CC,225
43,15,17,CC,195
78,15,13,C,165
305,15,18,C,135
144,15,12,C,75
167,15,15,A,225
329,15,16,A,135
119,15,18,A,195
130,15,10,CC,75
73,15,9,CC,75
343,15,16,C,195
150,15,10,CC,75
10,15,15,C,45
10,15,18,C,45
294,15,14,A,165
282,15,9,A,105
184,15,18,CC,105
277,15,13,A,105
113,15,9,C,165
200,15,15,A,105
59,15,14,C,75
195,15,17,A,225
154,15,14,C,165
289,15,13,CC,225
78,15,18,A,75
118,15,12,A,135
344,15,11,CC,165
177,15,10,A,225
65,15,18,CC,135
77,15,10,C,195
224,15,14,C,225
197,15,10,A,225
10,15,10,C,105
23,15,10,A,195
90,15,12,C,135
113,15,16,C,165
50,15,18,CC,15
156,15,14,CC,135
248,15,12,CC,135
200,15,12,CC,225
130,15,18,C,75
314,15,16,A,195
56,15,14,CC,195
216,15,15,CC,225
100,15,12,A,75
363,15,17,A,195
87,15,15,CC,225
91,15,15,C,195
297,15,10,CC,15
149,15,11,A,225
144,15,9,A,15
361,15,16,A,135
69,15,14,C,225
35,15,16,CC,135
52,15,9,A,195
288,15,10,C,165
276,15,15,A,195
112,15,13,CC,195
307,15,16,C,225
174,15,12,CC,135
154,15,13,A,135
343,15,15,C,195
148,15,15,C,75
363,15,18,C,45
146,15,12,C,135
38,15,16,CC,195
199,15,9,A,75
50,15,14,CC,75
335,15,13,CC,135
60,15,10,C,135
156,15,15,A,15
1,15,10,C,45
128,15,12,C,135
73,15,16,A,75
310,15,15,A,45
224,15,11,C,105
78,15,15,C,105
251,15,16,A,75
70,15,11,CC,135
323,15,12,A,135
133,15,9,C,45
32,15,11,C,45
43,15,17,C,225
226,15,17,C,195
78,15,12,CC,15
27,15,16,A,195
62,15,13,CC,105
55,15,17,CC,225
344,15,16,CC,165
294,15,17,A,225
27,15,14,CC,105
109,15,13,CC,165
71,15,18,C,75
141,15,10,C,195
351,15,10,CC,45
140,15,13,C,75
70,15,14,CC,15
196,15,9,CC,105
105,15,16,CC,75
363,15,14,CC,165
43,15,12,C,195
235,15,13,A,45
325,15,15,CC,105
296,15,16,CC,15
261,15,9,C,165
314,15,12,A,45
230,15,11,C,225
158,15,13,CC,15
17,15,18,C,195
228,15,9,A,195
358,15,16,A,45
195,15,12,A,45
7,15,11,CC,15
233,15,10,CC,15
361,15,14,CC,195
269,15,15,CC,165
188,15,11,C,165
160,15,9,CC,15
113,15,15,C,105
181,15,15,CC,105
282,15,18,CC,105
164,15,18,A,45
265,15,17,A,165
172,15,18,A,15
60,15,10,CC,75
230,15,13,C,225
340,15,15,C,165
105,15,13,A,135
234,15,17,C,75
352,15,15,CC,195
63,15,11,A,165
290,15,18,CC,45
109,15,14,A,75
359,15,14,C,135
319,15,14,C,15
102,15,10,A,45
25,15,10,C,135
297,15,12,A,15
220,15,9,CC,105
356,15,10,A,75
216,15,10,A,225
59,15,11,C,105
252,15,15,CC,225
354,15,14,C,45
126,15,12,A,15
246,15,14,C,165
337,15,14,C,135
249,15,10,A,15
97,15,10,C,15
135,15,17,A,15
286,15,12,C,165
34,15,9,CC,75
336,15,13,CC,45
241,15,17,A,225
0,15,16,A,105
81,15,14,A,225
289,15,12,C,105
29,15,11,A,15
156,15,10,CC,195
237,15,14,C,135
154,15,15,A,135
52,15,10,CC,15
17,15,12,A,105
22,15,13,A,15
4,15,9,C,45
338,15,18,C,165
37,15,11,CC,105
108,15,17,A,225
273,15,12,A,75
205,15,16,CC,195
95,15,9,CC,105
51,15,10,C,225
363,15,10,CC,165
62,15,15,C,225
108,15,14,C,195
142,15,11,A,75
157,15,14,CC,195
102,15,11,C,15
195,15,10,C,75
311,15,17,C,45
70,15,15,C,195
148,15,17,A,225
350,15,14,C,195
37,15,12,A,15
184,15,15,CC,75
340,15,17,C,135
228,15,18,CC,105
269,15,18,A,45
49,15,11,A,165
3,15,15,A,105
52,15,13,CC,135
158,15,15,C,165
39,15,18,A,165
319,15,15,A,225
251,15,14,A,15
347,15,15,C,45
235,15,10,A,165
364,15,18,C,195
172,15,16,CC,195
42,15,12,A,225
238,15,9,CC,195
179,15,14,C,165
22,15,10,C,195
48,15,11,CC,15
352,15,11,A,45
14,15,17,A,75
206,15,10,C,15
340,15,10,C,195
37,15,11,C,15
142,15,9,C,75
70,15,18,A,195
294,15,9,CC,75
167,15,15,CC,195
199,15,18,CC,135
95,15,16,C,135
106,15,10,C,105
300,15,9,A,75
279,15,13,CC,225
156,15,10,A,105
66,15,14,A,135
311,15,17,A,75
171,15,10,C,225
349,15,18,C,15
302,15,10,C,75
218,15,16,C,135
165,15,16,CC,15
18,15,15,C,45
127,15,10,CC,15
360,15,10,C,165
268,15,15,A,105
245,15,15,C,195
343,15,14,CC,75
234,15,18,A,165
288,15,17,A,195
9,15,18,C,225
176,15,9,A,135
237,15,11,A,165
182,15,16,CC,195
57,15,16,CC,105
202,15,14,C,105
151,15,15,CC,15
287,15,18,A,75
176,15,16,C,135
321,15,16,CC,195
76,15,17,C,45
354,15,11,CC,135
288,15,10,C,135
319,15,18,A,195
281,15,11,C,195
123,15,10,A,195
315,15,13,C,135
34,15,17,CC,165
156,15,11,CC,195
189,15,14,CC,135
316,15,18,CC,45
226,15,13,A,45
228,15,14,CC,15
301,15,13,C,225
336,15,9,CC,15
245,15,14,C,135
21,15,11,CC,135
3,15,15,A,105
53,15,15,CC,195
72,15,12,CC,15
290,15,14,CC,45
188,15,15,C,135
198,15,16,A,45
214,15,11,CC,45
87,15,13,C,195
109,15,18,CC,135
307,15,9,C,135
84,15,13,C,195
237,15,17,C,225
20,15,17,CC,225
262,15,11,C,15
108,15,13,C,15
304,15,9,C,105
319,15,9,A,15
43,15,10,C,15
86,15,11,C,165
66,15,11,A,15
211,15,17,A,15
37,15,16,CC,195
9,15,18,C,15
326,15,9,A,15
136,15,9,CC,105
25,15,17,CC,195
125,15,11,CC,135
324,15,9,C,15
156,15,12,C,75
240,15,12,CC,15
23,15,17,A,165
251,15,13,CC,75
204,15,12,C,225
13,15,17,C,165
50,15,16,CC,15
276,15,14,C,165
305,15,10,C,75
346,15,15,C,195
0,15,13,A,165
139,15,11,A,105
174,15,11,A,135
203,15,17,C,75
91,15,10,C,75
125,15,12,CC,45
133,15,16,A,75
346,15,17,C,45
325,15,15,A,135
171,15,9,A,45
352,15,17,A,165
188,15,12,A,135
123,15,14,C,225
39,15,14,A,135
182,15,13,CC,45
240,15,13,A,225
361,15,16,A,135
92,15,17,C,45
21,15,9,CC,75
125,15,15,CC,135
330,15,12,C,45
65,15,15,A,75
88,15,14,A,135
178,15,13,CC,105
70,15,12,A,45
136,15,15,A,195
175,15,15,A,75
156,15,15,C,165
190,15,14,CC,195
171,15,12,C,15
69,15,14,CC,45
172,15,17,C,75
240,15,16,CC,225
85,15,13,A,45
316,15,18,CC,195
46,15,15,A,45
1,15,15,C,225
25,15,16,C,135
205,15,16,C,15
336,15,17,A,195
212,15,15,A,165
130,15,10,C,135
77,15,15,CC,45
4,15,14,C,105
345,15,15,A,225
158,15,15,A,225
13,15,12,A,15
53,15,18,A,195
224,15,11,C,225
107,15,11,CC,135
20,15,11,A,225
228,15,14,A,105
294,15,17,C,75
231,15,9,C,45
90,15,13,A,165
298,15,9,CC,195
146,15,13,C,225
223,15,17,A,165
76,15,16,CC,225
74,15,18,A,135
284,15,11,C,105
132,15,12,A,105
76,15,17,C,135
307,15,11,CC,195
97,15,18,A,135
328,15,12,CC,45
136,15,16,C,225
225,15,12,A,165
200,15,15,CC,225
70,15,18,C,15
73,15,11,CC,45
272,15,18,CC,45
242,15,10,CC,75
232,15,18,CC,195
107,15,14,CC,45
291,15,13,C,195
186,15,17,CC,225
114,15,16,A,105
11,15,18,C,105
15,15,11,A,165
204,15,18,C,75
146,15,15,CC,195
17,15,11,CC,225
305,15,9,A,45
140,15,14,CC,75
2,15,14,CC,45
312,15,10,A,15
360,15,16,C,75
121,15,13,A,195
104,15,11,A,165
118,15,18,C,15
294,15,16,C,105
290,15,18,A,15
212,15,13,CC,45
44,15,17,A,225
204,15,10,A,75
109,15,9,C,165
203,15,13,A,105
142,15,17,CC,225
122,15,18,CC,15
126,15,13,C,135
179,15,15,CC,195
154,15,18,A,105
105,15,14,A,225
284,15,10,C,165
212,15,12,A,15
230,15,11,A,195
328,15,11,C,105
221,15,14,A,135
272,15,10,A,105
218,15,16,C,105
141,15,13,A,105
133,15,9,A,105
310,15,18,A,75
227,15,13,CC,45
319,15,12,C,105
343,15,12,A,15
161,15,13,CC,45
227,15,16,A,135
158,15,17,C,75
213,15,17,CC,195
147,15,14,A,105
209,15,9,CC,135
198,15,17,C,15
269,15,16,C,165
330,15,10,CC,165
123,15,11,C,165
309,15,14,CC,135
274,15,9,CC,105
358,15,10,C,45
227,15,11,A,135
167,15,10,CC,165
134,15,18,CC,165
28,15,13,C,165
351,15,11,C,45
34,15,16,C,225
337,15,16,C,15
22,15,12,C,105
99,15,12,C,135
211,15,18,CC,75
198,15,12,A,195
322,15,13,A,105
135,15,16,C,75
43,15,11,C,225
37,15,17,C,15
193,15,10,CC,15
298,15,13,A,165
301,15,9,CC,225
351,15,17,A,165
56,15,15,CC,45
93,15,18,C,45
151,15,17,CC,15
360,15,14,C,15
314,15,13,C,165
287,15,10,A,45
312,15,11,CC,165
319,15,13,CC,15
268,15,16,C,195
58,15,12,C,105
4,15,17,C,75
259,15,9,CC,45
94,15,11,CC,75
311,15,14,CC,195
43,15,13,CC,15
227,15,12,A,75
245,15,17,CC,165
263,15,18,A,105
314,15,9,A,195
121,15,14,A,165
238,15,13,CC,105
4,15,14,A,75
233,15,17,A,195
46,15,16,A,195
344,15,15,CC,45
358,15,10,C,15
18,15,13,C,225
284,15,14,A,15
1,15,10,C,75
94,15,11,C,105
360,15,15,CC,225
127,15,17,CC,195
205,15,14,C,195
76,15,14,CC,165
358,15,13,A,135
244,15,16,C,225
9,15,18,CC,225
10,15,17,CC,105
303,15,18,A,195
295,15,11,A,105
270,15,15,C,225
322,15,11,CC,165
169,15,16,A,15
333,15,17,A,225
141,15,10,C,135
41,15,14,C,45
132,15,11,C,45
134,15,10,CC,105
160,15,18,C,225
346,15,15,CC,135
228,15,14,CC,105
260,15,13,A,45
193,15,10,C,225
135,15,9,A,15
200,15,16,A,75
325,15,14,A,75
60,15,10,A,45
356,15,9,A,105
287,15,13,A,135
324,15,17,C,75
113,15,17,C,195
113,15,17,CC,195
97,15,17,C,45
128,15,13,A,225
343,15,9,A,135
144,15,17,CC,165
360,15,11,CC,105
157,15,9,CC,45
198,15,10,CC,225
69,15,12,CC,75
78,15,18,CC,15
256,15,12,CC,15
46,15,12,A,45
30,15,15,A,45
171,15,10,C,165
218,15,15,C,195
90,15,16,A,225
248,15,16,C,45
204,15,11,A,225
129,15,15,CC,105
144,15,12,A,15
57,15,18,CC,15
0,15,10,A,15
332,15,12,A,135
101,15,15,C,15
343,15,11,C,225
340,15,9,CC,225
153,15,10,CC,45
116,15,15,CC,75
307,15,18,CC,75
207,15,10,CC,45
296,15,17,A,165
57,15,17,C,75
107,15,10,A,135
277,15,17,A,15
9,15,18,A,135
258,15,14,CC,75
272,15,16,CC,45
121,15,15,A,105
247,15,9,A,225
2,15,9,A,45
199,15,9,C,15
332,15,17,A,15
295,15,14,CC,45
225,15,17,A,165
120,15,11,C,15
77,15,11,C,75
18,15,18,C,75
216,15,13,A,15
69,15,14,A,195
323,15,14,A,225
231,15,15,C,225
353,15,9,CC,135
128,15,15,C,75
286,15,18,C,135
55,15,12,C,105
202,15,14,A,105
69,15,15,C,15
206,15,13,CC,225
301,15,17,A,75
44,15,13,C,75
344,15,14,A,135
212,15,11,A,165
156,15,15,C,15
342,15,18,C,45
321,15,12,C,105
144,15,14,C,15
347,15,12,CC,225
175,15,15,CC,225
23,15,10,C,225
268,15,17,C,105
213,15,11,A,135
241,15,18,CC,45
258,15,13,C,225
174,15,9,CC,165
64,15,17,C,165
233,15,18,CC,15
288,15,18,A,15
95,15,9,C,225
267,15,11,A,165
206,15,11,CC,45
114,15,17,A,15
260,15,10,C,195
214,15,10,CC,135
146,15,14,C,195
28,15,10,A,195
20,15,13,CC,165
90,15,12,CC,45
212,15,9,A,165
132,15,16,C,105
4,15,18,C,165
157,15,9,CC,105
167,15,15,A,165
109,15,11,CC,195
329,15,17,CC,195
164,15,15,C,105
274,15,17,C,195
253,15,17,C,75
177,15,11,A,15
314,15,15,C,225
244,15,17,CC,225
249,15,14,C,135
262,15,18,C,225
293,15,10,C,165
195,15,9,CC,165
62,15,12,CC,135
193,15,13,C,105
181,15,9,CC,75
302,15,12,CC,195
143,15,11,CC,105
298,15,10,A,15
104,15,12,CC,45
317,15,10,A,195
86,15,12,C,135
60,15,17,A,135
151,15,10,CC,165
218,15,13,A,45
161,15,12,C,45
57,15,12,C,75
240,15,13,CC,225
139,15,9,CC,225
93,15,14,CC,225
50,15,11,C,135
216,15,12,A,165
248,15,15,CC,225
86,15,14,CC,105
204,15,17,CC,15
177,15,10,CC,135
305,15,14,CC,195
161,15,16,CC,75
207,15,15,C,195
135,15,9,C,165
149,15,17,CC,195
217,15,10,A,195
190,15,18,C,45
60,15,15,A,135
259,15,10,A,135
312,15,13,CC,225
220,15,11,CC,195
170,15,13,A,195
170,15,12,C,225
53,15,17,A,75
248,15,18,C,195
90,15,14,A,45
350,15,13,CC,165
204,15,14,C,45
283,15,16,CC,225
240,15,9,CC,165
2,15,18,CC,75
216,15,13,A,45
164,15,14,A,195
37,15,12,C,45
58,15,13,CC,225
91,15,14,CC,165
128,15,15,A,105
224,15,14,A,195
337,15,14,A,225
198,15,16,A,15
11,15,15,C,15
316,15,13,CC,225
123,15,14,A,135
344,15,17,CC,135
141,15,16,C,75
184,15,11,CC,165
2,15,11,A,225
43,15,12,CC,75
71,15,12,C,195
338,15,13,CC,75
35,15,14,C,165
99,15,17,A,15
50,15,16,CC,105
214,15,12,CC,45
111,15,17,C,165
62,15,14,C,15
104,15,11,A,15
255,15,14,C,75
273,15,17,C,195
340,15,10,A,45
338,15,16,A,15
35,15,14,A,165
76,15,13,C,15
289,15,9,A,195
161,15,14,A,165
70,15,16,C,135
42,15,15,CC,15
224,15,14,CC,195
336,15,16,CC,225
207,15,16,CC,75
92,15,16,A,105
272,15,11,C,165
234,15,16,C,45
109,15,15,CC,15
150,15,14,C,225
314,15,17,C,165
337,15,18,A,15
261,15,16,A,165
37,15,9,C,15
291,15,13,C,135
251,15,16,C,75
225,15,11,C,45
137,15,13,C,135
317,15,9,C,15
188,15,13,C,225
213,15,17,CC,15
71,15,16,A,45
220,15,15,CC,45
8,15,12,A,195
9,15,10,A,45
135,15,15,A,75
35,15,15,A,75
287,15,9,C,105
354,15,18,A,15
319,15,14,A,225
174,15,10,C,135
156,15,11,CC,135
79,15,17,A,75
77,15,16,A,225
183,15,17,A,165
31,15,18,A,135
46,15,9,C,225
231,15,12,A,165
216,15,18,CC,105
252,15,13,A,165
125,15,12,CC,225
38,15,18,CC,225
276,15,18,A,75
14,15,14,CC,225
318,15,11,C,195
364,15,18,C,75
335,15,11,CC,75
139,15,15,A,135
55,15,10,C,165
287,15,12,CC,15
142,15,17,A,45
235,15,12,CC,135
23,15,10,A,165
29,15,9,A,225
203,15,16,A,15
241,15,11,A,135
214,15,11,A,195
21,15,14,CC,105
186,15,17,C,225
57,15,18,A,45
98,15,9,A,165
172,15,16,CC,45
78,15,17,CC,105
325,15,11,C,195
132,15,10,CC,195
148,15,16,C,45
359,15,10,C,225
279,15,10,C,45
52,15,12,CC,225
153,15,11,A,135
92,15,12,CC,165
293,15,17,CC,15
11,15,15,A,135
361,15,12,C,195
305,15,16,C,15
114,15,11,C,165
188,15,16,CC,165
63,15,15,A,135
170,15,12,CC,195
335,15,17,CC,45
178,15,18,C,105
169,15,12,A,75
196,15,14,CC,75
245,15,16,CC,165
101,15,14,CC,15
281,15,16,CC,75
146,15,13,A,45
331,15,10,C,225
260,15,10,A,195
85,15,9,C,135
361,15,14,A,165
199,15,18,C,195
275,15,13,CC,105
240,15,15,CC,75
319,15,13,A,105
265,15,13,CC,195
161,15,16,A,165
175,15,13,C,15
183,15,13,C,165
295,15,11,CC,105
211,15,9,A,135
235,15,18,CC,135
46,15,14,CC,105
106,15,10,C,105
245,15,9,C,105
151,15,16,C,105
350,15,15,CC,45
73,15,10,A,195
277,15,15,CC,225
43,15,16,A,135
294,15,15,A,165
24,15,14,A,45
182,15,15,CC,15
294,15,10,A,15
160,15,10,CC,195
16,15,11,C,165
139,15,16,A,195
102,15,13,A,195
353,15,18,A,45
241,15,17,C,45
144,15,15,C,225
268,15,18,A,195
93,15,17,C,165
252,15,18,CC,15
156,15,16,CC,15
2,15,11,CC,15
115,15,18,CC,225
20,15,13,C,75
93,15,16,C,75
119,15,11,A,45
340,15,13,C,195
69,15,17,CC,75
46,15,14,CC,195
165,15,12,C,195
99,15,16,C,45
262,15,12,A,225
295,15,15,CC,15
251,15,16,C,195
351,15,10,C,45
136,15,13,CC,105
101,15,18,C,195
64,15,9,A,15
171,15,18,A,165
136,15,17,A,165
175,15,10,CC,105
295,15,11,C,15
305,15,15,CC,165
314,15,14,C,195
202,15,10,C,165
202,15,14,CC,135
38,15,17,CC,135
186,15,17,C,45
307,15,9,CC,75
209,15,16,A,105
3,15,14,C,105
329,15,18,C,15
228,15,12,CC,75
255,15,14,C,45
36,15,18,CC,75
105,15,14,C,75
9,15,10,A,15
51,15,15,A,165
226,15,15,CC,105
259,15,14,A,45
254,15,16,A,165
237,15,10,C,225
148,15,15,CC,75
15,15,12,A,75
169,15,12,CC,75
23,15,11,A,195
99,15,17,C,165
218,15,14,A,75
32,15,14,CC,195
324,15,13,CC,75
98,15,9,CC,135
37,15,11,CC,15
330,15,9,CC,15
4,15,9,C,15
214,15,17,CC,45
90,15,16,CC,45
80,15,17,A,195
71,15,11,CC,15
196,15,15,A,45
56,15,16,C,165
310,15,16,CC,45
53,15,14,A,135
154,15,9,C,105
251,15,9,C,195
309,15,17,C,15
244,15,15,A,225
301,15,17,C,195
175,15,13,C,105
86,15,10,A,75
342,15,13,A,105
288,15,10,C,135
324,15,14,C,195
93,15,15,C,15
282,15,16,A,15
291,15,18,C,135
234,15,11,CC,225
224,15,14,C,135
160,15,13,CC,165
204,15,13,A,45
158,15,14,CC,45
307,15,12,A,135
211,15,12,A,195
175,15,18,A,195
311,15,11,A,105
120,15,17,A,165
350,15,18,CC,225
337,15,14,CC,45
357,15,13,A,105
31,15,18,CC,75
196,15,9,CC,225
207,15,9,C,135
332,15,11,CC,75
72,15,16,C,135
235,15,11,CC,165
156,15,18,CC,225
234,15,12,A,45
34,15,10,CC,15
225,15,9,C,195
294,15,11,C,15
191,15,18,A,195
310,15,13,CC,75
189,15,16,A,165
260,15,9,A,135
297,15,15,A,135
185,15,12,C,105
52,15,9,C,135
133,15,13,A,75
305,15,12,A,45
125,15,14,A,225
354,15,10,A,105
91,15,18,C,15
223,15,17,A,15
72,15,12,CC,105
34,15,16,A,135
226,15,10,C,15
169,15,15,CC,165
135,15,13,C,135
189,15,11,A,45
90,15,17,A,195
108,15,10,CC,195
267,15,13,A,105
295,15,18,CC,165
326,15,13,CC,105
123,15,9,A,225
203,15,9,CC,165
55,15,18,A,75
41,15,13,C,165
127,15,15,C,225
337,15,9,C,45
1,15,15,A,15
15,15,16,CC,105
43,15,14,A,105
265,15,10,A,135
322,15,12,A,225
172,15,13,CC,105
261,15,15,A,165
86,15,17,A,195
317,15,11,A,105
200,15,17,CC,135
291,15,9,A,45
88,16,13,C,45
350,16,12,A,45
291,16,12,A,15
219,16,13,A,45
311,16,17,C,75
45,16,18,A,75
23,16,16,CC,225
345,16,16,C,135
272,16,17,A,45
204,16,9,C,45
137,16,17,C,135
141,16,18,C,135
210,16,17,CC,165
181,16,13,C,225
55,16,9,A,105
247,16,16,A,135
151,16,13,C,75
58,16,13,CC,45
58,16,14,C,225
191,16,9,C,15
170,16,11,A,75
214,16,16,C,105
297,16,12,CC,75
88,16,9,A,75
248,16,11,A,135
60,16,9,C,195
223,16,14,A,135
352,16,16,CC,45
137,16,17,CC,105
10,16,17,C,225
156,16,18,C,105
353,16,17,CC,225
63,16,16,C,165
114,16,13,A,195
219,16,12,CC,75
168,16,15,C,15
330,16,13,CC,195
218,16,16,A,195
363,16,11,A,15
95,16,16,A,105
134,16,13,A,195
307,16,18,CC,105
178,16,11,C,45
67,16,13,CC,15
176,16,17,CC,195
269,16,11,C,45
346,16,11,C,225
321,16,14,A,195
226,16,12,A,105
84,16,17,CC,135
32,16,13,C,15
64,16,14,C,165
244,16,11,C,165
63,16,16,CC,45
108,16,12,A,75
295,16,12,A,15
270,16,12,C,225
127,16,12,CC,135
79,16,10,A,15
317,16,12,CC,105
205,16,16,CC,195
364,16,15,CC,105
79,16,17,A,45
177,16,11,CC,225
314,16,14,C,225
315,16,10,A,75
346,16,14,C,15
165,16,14,C,135
221,16,14,C,75
29,16,13,C,165
202,16,9,C,225
164,16,13,CC,45
337,16,14,A,165
286,16,13,A,75
316,16,13,A,105
147,16,11,C,225
358,16,9,CC,165
56,16,11,A,105
9,16,14,A,135
197,16,13,C,135
286,16,18,CC,225
129,16,12,CC,225
169,16,14,C,135
239,16,15,C,15
286,16,9,A,195
276,16,16,CC,75
248,16,14,A,105
200,16,15,A,15
345,16,9,CC,135
233,16,12,C,135
56,16,15,A,15
4,16,10,A,135
274,16,15,C,75
185,16,10,CC,15
343,16,18,C,225
102,16,14,A,195
130,16,17,A,165
238,16,16,C,105
106,16,13,CC,135
135,16,11,A,225
162,16,17,A,75
58,16,14,C,225
134,16,14,CC,165
339,16,17,C,45
233,16,12,C,225
165,16,12,C,75
332,16,10,CC,15
344,16,14,A,75
252,16,17,A,165
10,16,15,A,225
34,16,16,A,75
203,16,17,CC,45
200,16,16,A,195
